Num,Ia,Ib,Ic,IIa_5me,IIa_6me,IIb_5me,IIb_6me,IIc_5me,IIc_6me,IIIa_5me,IIIa_6me,IIIb_5me,IIIb_6me,IIIc_5me,IIIc_6me,Sample.type,SampleTypeNum
213,0.14632,0.06996,0.00917,0.12331,0.25725,0.06293,0.07825,0.01053,0.00715,0.09557,0.11146,0.01073,0.01397,0.00174,0.00165,Lake,0
2141,0.18964,0.09929,0.01653,0.17032,0.24668,0.05947,0.04201,0.00522,0.00194,0.08081,0.07774,0.00481,0.00416,0.00085,0.00055,Lake,0
215,0.12588,0.07647,0.01071,0.14036,0.23105,0.08605,0.07237,0.00713,0.00288,0.09767,0.12337,0.01223,0.01067,0.00231,0.00084,Lake,0
216,0.18049,0.09709,0.01302,0.14949,0.20709,0.08495,0.05879,0.00806,0.00257,0.08039,0.09929,0.01124,0.00535,0.00218,0,Lake,0
217,0.20272,0.10429,0.01154,0.11442,0.25843,0.04567,0.09468,0.00435,0.00448,0.04373,0.09402,0.00654,0.01513,0,0,Lake,0
218,0.22233,0.12287,0.0167,0.16037,0.18198,0.07847,0.0591,0.00552,0.00414,0.0514,0.07899,0.00676,0.00904,0.00095,0.00138,Lake,0
219,0.20033,0.10346,0.01085,0.15203,0.18673,0.06562,0.07325,0.00243,0.00424,0.07438,0.10249,0.00672,0.01509,0.00049,0.00188,Lake,0
220,0.18326,0.12743,0.02252,0.16788,0.16072,0.12312,0.0509,0.01094,0.00406,0.06116,0.06618,0.01058,0.00846,0.00156,0.00122,Lake,0
221,0.20096,0.12204,0.02431,0.12229,0.18795,0.0575,0.09828,0.00861,0.01209,0.0437,0.09955,0.00593,0.01253,0.00094,0.00331,Lake,0
222,0.20497,0.1085,0.01759,0.14939,0.18694,0.08617,0.06479,0.00661,0.00341,0.06397,0.08691,0.00895,0.00971,0.001,0.00111,Lake,0
2231,0.19663,0.09976,0.01369,0.12515,0.22814,0.07671,0.07838,0.00775,0.00408,0.04595,0.10456,0.00732,0.00922,0.00137,0.00128,Lake,0
224,0.1664,0.15556,0.03507,0.1325,0.11037,0.09893,0.12287,0.01356,0.01701,0.04842,0.06401,0.01023,0.0184,0.00213,0.00454,Lake,0
225,0.19754,0.12179,0.02255,0.17681,0.14708,0.1127,0.05287,0.01038,0.00311,0.06496,0.06835,0.01056,0.00845,0.00192,0.00093,Lake,0
226,0.18733,0.15152,0.03073,0.15037,0.12253,0.10104,0.0971,0.01294,0.01306,0.05103,0.05554,0.00849,0.01354,0.00187,0.0029,Lake,0
227,0.20543,0.15013,0.02561,0.19102,0.12126,0.1207,0.04478,0.01221,0.00358,0.05488,0.05362,0.00836,0.00629,0.00134,0.00079,Lake,0
228,0.21027,0.14715,0.02622,0.16532,0.13556,0.11107,0.05079,0.0137,0.00278,0.05335,0.06694,0.0073,0.00722,0.00151,0.00082,Lake,0
229,0.20702,0.13659,0.02264,0.19098,0.12166,0.11645,0.04607,0.01285,0.00286,0.06158,0.05964,0.01081,0.00754,0.00231,0.00099,Lake,0
2301,0.18483,0.14103,0.02534,0.1399,0.18269,0.10624,0.07538,0.01195,0.00474,0.05116,0.05671,0.00954,0.00809,0.00158,0.00082,Lake,0
231,0.26306,0.1529,0.02484,0.18996,0.12554,0.09291,0.04353,0.01013,0.00214,0.04545,0.03749,0.00591,0.00464,0.00109,0.00041,Lake,0
232,0.22228,0.16455,0.03059,0.19151,0.09703,0.11118,0.05625,0.01245,0.0052,0.05102,0.04011,0.00762,0.00737,0.00142,0.00142,Lake,0
2331,0.21078,0.13403,0.02363,0.14058,0.16265,0.10733,0.05768,0.01375,0.00277,0.05162,0.07678,0.00753,0.00862,0.00131,0.00093,Lake,0
234,0.24969,0.18259,0.03239,0.18132,0.09556,0.1069,0.04789,0.01193,0.00407,0.0418,0.03205,0.00708,0.00498,0.00111,0.00064,Lake,0
235,0.21835,0.15592,0.02525,0.18107,0.11569,0.10878,0.05474,0.01318,0.00392,0.06098,0.04422,0.00827,0.00774,0.00122,0.00067,Lake,0
236,0.26257,0.16042,0.02752,0.17212,0.11254,0.08809,0.06118,0.01025,0.00513,0.04082,0.04457,0.00526,0.00752,0.00091,0.0011,Lake,0
237,0.12563996,0.07973007,0.01369214,0.15278756,0.1738164,0.07888498,0.10273672,0.00483275,0.00601136,0.10811344,0.1196854,0.01049822,0.01930152,0.00181615,0.00245333,Lake,0
238,0.16326099,0.09847096,0.01164181,0.21234638,0.19100281,0.08787462,0.05921648,0.00460466,0.00256684,0.07162384,0.0825504,0.0071783,0.00665573,0.00070121,0.00030495,Lake,0
239,0.19597682,0.11967855,0.01956008,0.17157982,0.17975961,0.09963699,0.0572337,0.00690567,0.00268266,0.0657387,0.06629273,0.00781583,0.00625601,0.00070894,0.00017392,Lake,0
240,0.29371505,0.11053019,0.01561728,0.19064126,0.15801537,0.05894732,0.04601307,0.0064913,0.00180401,0.05988741,0.05002873,0.00357476,0.00396144,0.00054097,0.00023184,Lake,0
241,0.34048037,0.13089258,0.02231125,0.21226253,0.11056346,0.06144359,0.02836502,0.00781149,0,0.05490896,0.02515196,0.00279992,0.00250793,0.00050096,0,Lake,0
242,0.36486528,0.11722341,0.01835948,0.21186074,0.12894031,0.03984272,0.03180145,0.00528325,0.00173829,0.0442395,0.03229498,0.00152116,0.0017585,0.000187,8.36E-05,Lake,0
243,0.35130613,0.13313886,0.02113789,0.19054962,0.12716572,0.05681487,0.02835045,0.00637101,0.0011642,0.0506845,0.02818154,0.00243078,0.00234337,0.00029,7.13E-05,Lake,0
244,0.26686417,0.20924414,0.03192369,0.12174514,0.13300746,0.06766588,0.07130972,0.00424744,0.00593543,0.03195825,0.04703043,0.00284397,0.00592864,7.53E-05,0.00022,Lake,0
245,0.59839953,0.02604168,0.00162817,0.192415,0.12583378,0.00473657,0.00517306,0.00028,5.96E-05,0.02665594,0.01817202,0.0003141,0.00029056,0,0,Lake,0
246,0.44446406,0.10734495,0.01768385,0.16093608,0.11330244,0.0424528,0.04163789,0.00525445,0.00249937,0.03111851,0.02740469,0.00246283,0.0027966,0.00043346,0.00020802,Lake,0
247,0.43937365,0.08947949,0.00948851,0.19113527,0.13606306,0.02773273,0.02313315,0.00203059,0.00062781,0.04879878,0.02958138,0.00103021,0.00142992,4.93E-05,4.61E-05,Lake,0
2481,0.69870774,0.03144448,0.00553735,0.18403743,0.03965588,0.0040387,0.00153316,0.00111395,0,0.02974296,0.00393375,0.000179,7.59E-05,0,0,Lake,0
249,0.50004686,0.0416782,0.00554314,0.18597415,0.14453993,0.01158268,0.02669635,0.00344916,0.00040611,0.03008553,0.04667152,0.00052576,0.00238795,0.00020524,0.00020743,Lake,0
250,0.53708165,0.05782836,0.00801213,0.23124001,0.08182424,0.0143613,0.01490409,0.00163153,0.0008436,0.03682697,0.01458371,0.00027817,0.00058426,0,0,Lake,0
251,0.25174489,0.07545718,0.00641287,0.15561939,0.24981479,0.03614682,0.06602633,0.0024019,0.00103069,0.03545796,0.11227726,0.00232132,0.00480641,0.000422,5.98E-05,Lake,0
252,0.2471017,0.0583692,0.0082123,0.25830667,0.18481881,0.03601437,0.03211858,0.00321383,0.00104169,0.09052213,0.07505677,0.00198547,0.00306553,6.00E-05,0.000113,Lake,0
253,0.17005036,0.08271619,0.01090721,0.23249904,0.18073522,0.06043674,0.05838656,0.00371782,0.00278897,0.10168067,0.08580282,0.00348352,0.00627248,6.93E-05,0.000453,Lake,0
254,0.27675645,0.04932198,0.00858101,0.34276676,0.13000981,0.02929009,0.01353702,0.0019779,0.0001732,0.11395278,0.03291769,0.000638,7.71E-05,0,0,Lake,0
255,0.3883533,0.07072925,0.00887448,0.30888269,0.11146693,0.01784911,0.00751187,0.00265429,0,0.05564504,0.02664831,0.00085156,0.00053318,0,0,Lake,0
2561,0.17058319,0.08270719,0.01159406,0.24558381,0.15868435,0.06985047,0.06594432,0.00355783,0.00297938,0.1183104,0.06451994,0.00240092,0.00328415,0,0,Lake,0
257,0.21812508,0.10211735,0.02572821,0.16526572,0.18234264,0.06670359,0.05798848,0.02455776,0,0.05048941,0.08797681,0.00713039,0.00772587,0.00310733,0.00074136,Lake,0
258,0.18303191,0.11772076,0.02327002,0.18826589,0.16029624,0.08712638,0.06434475,0.00635102,0.00528478,0.07323111,0.07689211,0.0058056,0.0073146,0.00033854,0.00072629,Lake,0
259,0.17355861,0.12441964,0.01766719,0.15002306,0.19230459,0.08646662,0.0904709,0.00780299,0.00556083,0.05603266,0.07673601,0.00745631,0.00958637,0.00111236,0.00080187,Lake,0
260,0.17014612,0.13666911,0.01707386,0.15219186,0.1805096,0.07585128,0.09827081,0.005815,0.00562194,0.06884799,0.07152914,0.0056985,0.0103252,0.00089705,0.00055254,Lake,0
261,0.26453049,0.07766247,0.00840669,0.25820477,0.18600876,0.03814708,0.03391048,0.00244613,0.0035253,0.06590559,0.05588353,0.00328232,0.0020864,0,0,Lake,0
262,0.17300428,0.10944142,0.0129828,0.16694434,0.19575865,0.06301484,0.10599098,0.00215912,0.00830816,0.0736237,0.07884025,0.00878905,0.00114242,0,0,Lake,0
263,0.08717502,0.08020702,0.00919331,0.1889646,0.18534445,0.06804441,0.09947625,0.00188011,0.00686558,0.12050591,0.127129,0.00587238,0.01661734,0.00030668,0.00241795,Lake,0
264,0.32104896,0.04830064,0.00795365,0.28205787,0.12585569,0.03483275,0.01214754,0.00212749,0,0.12174264,0.0396318,0.0028614,0.00113838,0.000268,3.36E-05,Lake,0
265,0.61377801,0.04654522,0.00862061,0.2140123,0.06651895,0.00862677,0.0020955,0,0,0.03167773,0.0079607,4.71E-05,0.0001171,0,0,Lake,0
2661,0.1835809,0.08503846,0.016744,0.20074537,0.11265501,0.1008723,0.05066713,0.00808193,0.00212586,0.10926792,0.11539482,0.00810817,0.00577289,0.00052225,0.00042301,Lake,0
267,0.15639824,0.11388902,0.02931051,0.09489147,0.20192014,0.0548248,0.11262945,0.00575945,0.01821292,0.04318879,0.14287889,0.00576055,0.01531404,0.00119172,0.00382249,Lake,0
268,0.185,0.059,0.018,0.298,0.133,0.014,0.044,0.007,0.005,0.017,0.197,0.005,0.008,0.006,0.003,Lake,0
2691,0.206,0.092,0.047,0.072,0.27,0.048,0.073,0.009,0.016,0.014,0.15,0.001,0.002,0,0,Lake,0
2701,0.082,0.023,0.008,0.145,0.158,0.008,0.025,0.001,0.003,0.081,0.458,0.002,0.007,0,0,Lake,0
271,0.273,0.051,0.011,0.122,0.281,0.029,0.044,0.005,0.005,0.022,0.125,0.008,0.01,0.003,0.011,Lake,0
2721,0.177,0.053,0.007,0.19,0.248,0.026,0.071,0.002,0.005,0.049,0.161,0.006,0,0.001,0.003,Lake,0
273,0.2,0.047,0.023,0.086,0.333,0.041,0.045,0.004,0.001,0.036,0.18,0.004,0,0,0,Lake,0
274,0.198,0.038,0.012,0.12,0.388,0.027,0.034,0.003,0.005,0.032,0.132,0.001,0.006,0.002,0,Lake,0
275,0.148,0.068,0.025,0.306,0.179,0.022,0.068,0.01,0.011,0.011,0.144,0.003,0.004,0.001,0.001,Lake,0
276,0.106,0.037,0.004,0.103,0.289,0.034,0.086,0.001,0.002,0.052,0.265,0.005,0.016,0,0.001,Lake,0
277,0.178,0.03,0.003,0.359,0.127,0.018,0.042,0.001,0.001,0.02,0.222,0,0,0,0,Lake,0
278,0.183,0.05,0.014,0.115,0.31,0.029,0.044,0.004,0.005,0.061,0.172,0.004,0.003,0.002,0.004,Lake,0
279,0.189,0.0752,0.0144,0.2677,0.133,0.0727,0.032,0.0056,9.00E-04,0.1205,0.0778,0.005,0.0049,6.00E-04,6.00E-04,Lake,0
280,0.1626,0.0728,0.0145,0.2292,0.1113,0.0939,0.0319,0.0088,0.0012,0.1629,0.0921,0.0103,0.0065,0.0011,8.00E-04,Lake,0
281,0.1738,0.079,0.0141,0.2645,0.0883,0.0873,0.0229,0.0088,7.00E-04,0.1629,0.0767,0.011,0.0078,0.0016,7.00E-04,Lake,0
282,0.4223,0.032,0.0072,0.3829,0.0516,0.0133,0.0035,0.0038,1.00E-04,0.0673,0.0148,4.00E-04,7.00E-04,1.00E-04,0,Lake,0
283,0.1452,0.041,0.0095,0.2255,0.0682,0.0659,0.0296,0.0091,0.0016,0.2389,0.1414,0.0102,0.0109,0.0017,0.0012,Lake,0
284,0.1349,0.0305,0.0058,0.1978,0.0752,0.0491,0.0217,0.0031,8.00E-04,0.3073,0.1553,0.0088,0.0076,0.001,9.00E-04,Lake,0
285,0.1447,0.0469,0.0094,0.1796,0.1033,0.0556,0.0335,0.0051,0.0012,0.2619,0.1406,0.0065,0.0093,8.00E-04,0.0014,Lake,0
2861,0.1617,0.0277,0.0044,0.2358,0.0731,0.0354,0.0232,0,0,0.2699,0.1557,0.0057,0.0075,0,0,Lake,0
287,0.1826,0.0384,0.0094,0.2489,0.0944,0.0458,0.0255,0,0,0.2365,0.1186,0,0,0,0,Lake,0
288,0.2126,0.0244,0.0031,0.2529,0.1139,0.0218,0.0226,0.0028,3.00E-04,0.2331,0.1016,0.0032,0.0065,6.00E-04,5.00E-04,Lake,0
289,0.2141,0.0242,0.0031,0.2591,0.1067,0.0226,0.0205,0.0026,5.00E-04,0.2319,0.1043,0.0036,0.0058,6.00E-04,5.00E-04,Lake,0
290,0.3612,0.0278,0.0034,0.2835,0.084,0.0184,0.0134,0.0013,0.0018,0.1531,0.0496,0.0013,9.00E-04,2.00E-04,1.00E-04,Lake,0
2911,0.2376,0.0492,0.0073,0.3779,0.0954,0.0295,0.007,0.0037,3.00E-04,0.1377,0.0525,0.001,7.00E-04,1.00E-04,0,Lake,0
292,0.1768,0.0348,0.0058,0.3128,0.1104,0.0371,0.0129,0.0051,4.00E-04,0.2162,0.0815,0.0031,0.0024,5.00E-04,2.00E-04,Lake,0
2931,0.2597,0.0469,0.007,0.3698,0.092,0.0254,0.0066,0.0037,2.00E-04,0.1374,0.0493,0.0011,9.00E-04,0,0,Lake,0
294,0.1441,0.0388,0.0093,0.2743,0.1048,0.0638,0.0186,0.0099,7.00E-04,0.2034,0.1178,0.0078,0.005,0.0012,4.00E-04,Lake,0
295,0.1165,0.0206,0.0038,0.2074,0.103,0.0459,0.0177,0.0048,7.00E-04,0.2675,0.1886,0.0119,0.0091,0.0015,0.001,Lake,0
296,0.2928,0.0393,0.0065,0.3377,0.0826,0.0305,0.0096,0.0036,3.00E-04,0.1325,0.0586,0.0028,0.0029,3.00E-04,1.00E-04,Lake,0
297,0.1914,0.0885,0.0125,0.2057,0.129,0.0976,0.0255,0.0068,0.0013,0.115,0.1039,0.0101,0.0111,0.0013,4.00E-04,Lake,0
2981,0.187,0.029,0.006,0.297,0.136,0.019,0.018,0.003,0.001,0.182,0.086,0.003,0.004,0.001,0.001,Lake,0
299,0.174,0.04,0.011,0.248,0.163,0.028,0.03,0.006,0.001,0.132,0.13,0.003,0.006,0.001,0.001,Lake,0
300,0.133,0.039,0.008,0.217,0.137,0.057,0.039,0.005,0.002,0.175,0.124,0.007,0.009,0.001,0.001,Lake,0
301,0.127,0.042,0.008,0.207,0.126,0.065,0.038,0.006,0.002,0.187,0.115,0.008,0.009,0.001,0.001,Lake,0
302,0.127,0.038,0.008,0.211,0.132,0.07,0.032,0.006,0.002,0.186,0.114,0.008,0.007,0.001,0.001,Lake,0
303,0.144,0.041,0.008,0.214,0.148,0.054,0.039,0.005,0.001,0.14,0.131,0.007,0.01,0.001,0.002,Lake,0
304,0.136,0.043,0.01,0.206,0.125,0.073,0.031,0.007,0.003,0.183,0.104,0.009,0.007,0.001,0.001,Lake,0
3051,0.14602359,0.01087113,0.00180143,0.27329202,0.0652039,0.00958804,0.00410747,0.00209012,4.99E-05,0.41255488,0.06756022,0.00176895,0.00466071,0.00039649,3.12E-05,Lake,0
306,0.14738802,0.01124922,0.00238022,0.22966847,0.09891304,0.01844656,0.00855387,0.00682169,6.18E-05,0.36760008,0.08809074,0.00791761,0.00917502,0.00342075,0.00031296,Lake,0
307,0.1515636,0.00651063,0.00075526,0.2763325,0.08196852,0.01227187,0.00724527,0.00109567,3.42E-05,0.4024767,0.05194696,0.00181347,0.00557837,0.00040351,3.46E-06,Lake,0
308,0.13138169,0.00434494,0.00067526,0.22751083,0.07283145,0.00945615,0.0010482,0.00151465,0,0.48896996,0.05594658,0.00238849,0.00301829,0.00091353,0,Lake,0
309,0.08679993,0.00382204,9.98E-05,0.19804268,0.03428267,0.01270151,0.00047086,0.00101722,0,0.6244959,0.02931308,0.00338095,0.00557335,0,0,Lake,0
310,0.06857474,0.00390182,7.84E-06,0.18370694,0.06389036,0.00396176,0.00025913,0.00043773,0,0.62196404,0.05184355,0.00117044,0.00011736,0.00016429,0,Lake,0
311,0.19112759,0.00786314,0.00114029,0.39389413,0.020633,0.01100335,0.00144811,0.0022348,0,0.3433817,0.02207897,0.00160939,0.00294808,0.00063747,0,Lake,0
312,0.13380262,0.00501197,0.00062065,0.296747,0.09115946,0.00841746,0.00238347,0.00136017,1.34E-05,0.39490737,0.06069354,0.00219169,0.00234796,0.00030517,3.81E-05,Lake,0
313,0.12659162,0.00655291,0.00020176,0.22650335,0.02963649,0.00548994,0.00070637,0.00109635,0,0.57599069,0.02045485,0.00167609,0.0048568,0.00024279,0,Lake,0
3141,0.1450862,0.01613728,0.00449664,0.20697454,0.11074683,0.02081116,0.01619873,0.00429615,0.0010121,0.34777437,0.11304335,0.00661209,0.00454251,0.00134993,0.00091812,Lake,0
315,0.15476675,0.01228466,0.00274859,0.24655337,0.09206001,0.02077561,0.00521031,0.00367349,6.63E-05,0.3767725,0.0742752,0.00493001,0.00438949,0.00139464,9.91E-05,Lake,0
316,0.10003367,0.02031019,0.00391362,0.11577367,0.09817953,0.04264468,0.02545794,0.00617124,0.0031241,0.30626964,0.19850309,0.03706778,0.02150078,0.00888211,0.01216794,Lake,0
317,0.262527,0.00804288,0.00077583,0.27734568,0.09551322,0.00913069,0.00205213,0.00134307,4.07E-06,0.30856236,0.02407137,0.00282296,0.00736644,0.00043606,6.24E-06,Lake,0
318,0.14418059,0.01439687,0.00362651,0.22758252,0.09065091,0.0178425,0.00532504,0.00459537,0.00010359,0.40669722,0.07562703,0.00465077,0.00350141,0.00116282,5.69E-05,Lake,0
319,0.27150472,0.01087394,0.00110413,0.32078274,0.06848304,0.00889056,0.00364794,0.00145693,2.03E-05,0.26644355,0.03819044,0.00233698,0.00565175,0.00056149,5.15E-05,Lake,0
320,0.1287969,0.00428702,0.00047844,0.27127651,0.0564835,0.00610545,0.00146719,0.00116835,5.53E-06,0.48370188,0.04182626,0.00301167,0.00091785,0.00047345,0,Lake,0
321,0.08636471,0.00194392,0.00018331,0.19817446,0.0434741,0.00430445,0.00392917,0.00029282,5.03E-06,0.61995534,0.03709586,0.00154319,0.0026168,6.37E-05,5.32E-05,Lake,0
322,0.11702393,0.0215989,0.00718476,0.22205692,0.10238736,0.02810419,0.01401774,0.00624485,0.00073973,0.34388039,0.12543684,0.00608162,0.00379437,0.0009285,0.00051992,Lake,0
323,0.12676126,0.04137959,0.01032952,0.24176611,0.10743437,0.02838151,0.01416338,0.00542019,0.0008915,0.31230648,0.10147797,0.00421438,0.00412953,0.00075562,0.0005886,Lake,0
324,0.0614458,0.00807142,0.00317474,0.11938199,0.09137811,0.01864818,0.0122664,0.00275679,0.00115009,0.4448604,0.22101994,0.00671951,0.00695109,0.00063825,0.00153732,Lake,0
325,0.13056586,0.01615101,0.00448615,0.20311359,0.07982231,0.0179748,0.0088327,0.00399672,0.00047962,0.43646478,0.08924845,0.0043566,0.00353237,0.00069643,0.00027863,Lake,0
326,0.14459521,0.02563932,0.00779402,0.24079586,0.10916823,0.02800075,0.02099448,0.00537438,0.00240262,0.3002053,0.10356121,0.00514361,0.00471093,0.00073483,0.00087926,Lake,0
327,0.15420642,0.03319493,0.00805416,0.26045479,0.09363379,0.04712842,0.01550473,0.00663487,0.00055966,0.27261855,0.09715077,0.00663393,0.00328487,0.00063556,0.00030456,Lake,0
328,0.14861398,0.01491282,0.0034557,0.22443025,0.09166605,0.02412587,0.00461451,0.00604342,7.67E-05,0.36721345,0.10747809,0.00417296,0.00254031,0.00064718,8.73E-06,Lake,0
3291,0.1157217,0.02333055,0.00504736,0.23952951,0.11523859,0.03655305,0.01391907,0.00407708,0.00083666,0.32600601,0.10997091,0.00563818,0.0030009,0.00059369,0.00053673,Lake,0
330,0.14599599,0.01177176,0.00220932,0.22681738,0.09337865,0.02209473,0.00463231,0.00430682,0.00024512,0.37213695,0.10660053,0.0049348,0.00408482,0.00069387,9.70E-05,Lake,0
331,0.13336882,0.02309548,0.00737019,0.23673577,0.09273268,0.02796566,0.01181448,0.00523565,0.00048577,0.34974957,0.10196902,0.00585473,0.0025706,0.00066414,0.00038744,Lake,0
332,0.12200438,0.0258768,0.00534819,0.22010756,0.12267855,0.05611136,0.01812931,0.00559973,0.00098038,0.27261586,0.13607382,0.00849208,0.00467964,0.00072661,0.00057572,Lake,0
3331,0.07644921,0.01763095,0.00667957,0.15484593,0.10019203,0.05477456,0.01874468,0.00472423,0.00077807,0.35679192,0.18969297,0.01074136,0.00630514,0.00067687,0.00097252,Lake,0
334,0.08913039,0.01464917,0.00419779,0.21565915,0.06456326,0.0352506,0.00410427,0.00492445,0.00017258,0.46811103,0.08892683,0.00619619,0.00296333,0.00092672,0.00022426,Lake,0
335,0.12779072,0.02235095,0.00787751,0.20701369,0.12596477,0.04338364,0.01832409,0.00753679,0.00057003,0.30098791,0.12650107,0.00687196,0.00344778,0.00113611,0.00024299,Lake,0
336,0.15389524,0.02372971,0.01137819,0.2041472,0.0649929,0.04169639,0.0065868,0.01625872,0.00035814,0.35915084,0.0988075,0.00958084,0.00302688,0.00595131,0.00043936,Lake,0
337,0.10206837,0.02616118,0.00747609,0.1747398,0.12874806,0.03498718,0.03536761,0.00496768,0.00312193,0.26762668,0.19484529,0.00700906,0.0101242,0.000625,0.00213186,Lake,0
338,0.08603046,0.01843029,0.01157562,0.23821138,0.01233806,0.04148772,0.00197496,0.01588309,0.00018558,0.51304464,0.04083993,0.00930042,0.0058459,0.00442108,0.00043087,Lake,0
339,0.1952153,0.02725187,0.01091356,0.3982826,0.11698308,0.0175639,0.00624588,0.0055258,0.00052787,0.17842844,0.03779874,0.00292238,0.00127043,0.00084452,0.00022565,Lake,0
340,0.1451658,0.01558694,0.00341461,0.31039202,0.15010188,0.02767929,0.00655201,0.00383617,0.00046703,0.24298409,0.08572286,0.00529469,0.00204973,0.00056769,0.00018521,Lake,0
341,0.09258552,0.00799149,0.00235059,0.23164757,0.09880438,0.01358405,0.0041684,0.00209649,0.000629,0.45688222,0.08311471,0.00312629,0.00216569,0.00048778,0.00036582,Lake,0
342,0.11438457,0.01121531,0.00804369,0.30629815,0.0947822,0.00698117,0.0141849,0.00261999,0.00640761,0.37831503,0.05012927,0.00109285,0.00347285,0.00027683,0.0017956,Lake,0
343,0.0742575,0.00242646,0.00058772,0.22948072,0.07655425,0.00334875,0.00364394,0.00060108,0.00055829,0.52497322,0.07786512,0.00284089,0.00179131,0.000557,0.00051377,Lake,0
344,0.14888753,0.01341879,0.00179869,0.30734399,0.08220277,0.01593795,0.00257208,0.0025001,0.00078502,0.37683071,0.04042048,0.0031588,0.0032207,0.00085395,6.84E-05,Lake,0
345,0.13219482,0.01065236,0.00253071,0.29522459,0.11466297,0.01607987,0.00407599,0.00451269,0.00102905,0.34412546,0.06507248,0.00338805,0.00531098,0.00106363,7.64E-05,Lake,0
346,0.09381759,0.02446898,0.00518123,0.23949954,0.12831948,0.02567773,0.01167092,0.00288277,0.00078007,0.33485908,0.12101759,0.00650491,0.00406729,0.0005397,0.0007131,Lake,0
347,0.17029968,0.01253142,0.00403499,0.36822,0.04424367,0.01813122,0.00129886,0.00529472,5.40E-05,0.33174314,0.03825689,0.00272649,0.00201384,0.00094983,0.00020127,Lake,0
348,0.14757805,0.05999619,0.00625144,0.12234028,0.18817726,0.06078891,0.06513475,0.00219066,0.00285566,0.10497322,0.16188951,0.00940394,0.01471326,0.00070918,0.00218686,Lake,0
3491,0.11743901,0.06477592,0.00856059,0.14563164,0.17986346,0.06221982,0.07158667,0.00309084,0.00565114,0.09956953,0.14759512,0.01031675,0.01787304,0.00073595,0.00230073,Lake,0
350,0.4355,0.0772,0.0131,0.1735,0.1297,0.0432,0.0378,0.0058,0.002,0.0502,0.0234,0.0042,0.0029,0,0,Lake,0
351,0.16086,0.09165,0.02547,0.24247,0.103426,0.1219,0.039701,0.01035,0.004032,0.108452,0.077199,0.007632,0.004769,0.001053,0.001034,Lake,0
352,0.13274803,0.01295413,0.00293624,0.25735038,0.10627112,0.01504015,0.0337631,0.0028273,0.00030058,0.29495323,0.10593986,0.00377328,0.01346467,0.00071564,0.0007728,Lake,0
3531,0.10671198,0.06001927,0.01141468,0.14916886,0.12437755,0.09925437,0.04761924,0.00478267,0.00432311,0.26297804,0.10550325,0.0125383,0.00840752,0.00115605,0.00174512,Lake,0
354,0.09722247,0.03808011,0.00948967,0.09212379,0.14560339,0.05906677,0.05865336,0.00559219,0.00456358,0.15122772,0.28910191,0.01111955,0.01722968,0.002104,0.00301399,Lake,0
355,0.25336959,0.02976859,0.00521613,0.3226415,0.05358041,0.02288151,0.00618666,0.00432543,0.00031387,0.25619772,0.03933814,0.00232458,0.00103161,0.00086281,0.0003951,Lake,0
3561,0.14204365,0.07247342,0.01055658,0.1525352,0.17362053,0.09825417,0.06685163,0.00570147,0.00322962,0.11851804,0.1152012,0.01582039,0.01404629,0.00068205,0.00101745,Lake,0
357,0.21784574,0.05160437,0.01387575,0.24988042,0.08178455,0.06356001,0.02414503,0.00592984,0.00125715,0.18633365,0.08054503,0.0086745,0.00540876,0.00081532,0.00051382,Lake,0
358,0.16618514,0.09270602,0.0245836,0.15885924,0.15639337,0.11051817,0.05193138,0.01392844,0.00229253,0.09539186,0.10276557,0.01063197,0.00962747,0.00223194,0.00097281,Lake,0
359,0.10363838,0.03573379,0.00784955,0.10063135,0.10910482,0.04546072,0.05344268,0.00490361,0.00567433,0.25533816,0.22756109,0.01703835,0.02015954,0.00409797,0.00936568,Lake,0
360,0.06612084,0.01704148,0.00279693,0.16609965,0.07486179,0.04265955,0.03085395,0.00223913,0.0013267,0.36521249,0.14446715,0.0146258,0.00931778,0.00105295,0.00126228,Lake,0
361,0.11220172,0.0542126,0.01074736,0.16087735,0.18098192,0.08569861,0.07363237,0.00690147,0.00596384,0.13653349,0.13339442,0.01231875,0.01473324,0.00111793,0.00162364,Lake,0
3621,0.15080684,0.05322306,0.01534735,0.19018587,0.19184251,0.07548995,0.03718529,0.00709319,0.0017101,0.12580308,0.12010758,0.00963587,0.00750379,0.00108805,0.00065375,Lake,0
3631,0.1122385,0.04786448,0.01161035,0.1228113,0.15529461,0.06281049,0.06355196,0.00474759,0.00361647,0.15755332,0.18369106,0.00771132,0.01595273,0.00099896,0.00134565,Lake,0
364,0.18546539,0.05374009,0.01321258,0.20916778,0.12869881,0.05510702,0.04912355,0.00703744,0.00258274,0.16327299,0.09691779,0.0066661,0.00979277,0.00108906,0.00104946,Lake,0
3651,0.0806699,0.0806699,0.01213855,0.09386233,0.11491181,0.0708952,0.07065445,0.00358097,0.00504086,0.2873799,0.15089321,0.0096584,0.00822613,0.00213591,0.00383472,Lake,0
366,0.35960564,0.01967602,0.00789081,0.32362031,0.05120886,0.01296081,0.00338941,0.00490043,0,0.16423788,0.03523058,0.00431525,0.00702099,0.00321747,0,Lake,0
367,0.09853416,0.02274892,0.00317063,0.13300244,0.13019478,0.04416191,0.05030843,0.00343075,0.00164804,0.22859402,0.14617988,0.00877007,0.01640902,0.00139511,0.00196564,Lake,0
